has_job_experience,requires_job_training,full_time_position,company_age,no_of_employees,annual_wage,application_year,application_month,decision_date,case_status,processing_time_days,continent_Africa,continent_Asia,continent_Europe,continent_North America,continent_Oceania,continent_South America,region_of_employment_Island,region_of_employment_Midwest,region_of_employment_Northeast,region_of_employment_South,region_of_employment_West,education_of_employee_Bachelor,education_of_employee_Doctorate,education_of_employee_High School,education_of_employee_Master
0,0,1,18,3040,97134.47,2019,9,2020-01-17,1,109,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
1,0,1,23,1982,91580.95,2021,12,2022-02-28,1,83,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
0,0,1,5,699,133819.93,2016,5,2016-05-27,1,15,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
0,1,1,25,2245,30681.5,2017,1,2017-03-14,1,67,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1,0,1,21,2446,119398.54,2022,2,2022-06-30,0,124,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
1,0,1,10,3457,33084.03,2016,2,2016-06-15,0,117,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0,1,13,5752,91930.57,2017,2,2017-02-23,1,15,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
0,0,1,162,4032,225324.61,2018,8,2018-09-05,1,15,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
1,0,1,25,3063,70586.26,2023,10,2024-02-03,1,96,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
1,0,1,22,4048,36300.36,2023,5,2023-08-12,1,94,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
1,0,1,29,2403,136911.13,2019,1,2019-04-29,0,103,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
1,0,1,29,4133,48863.44,2023,1,2023-06-01,1,134,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
1,0,1,10,297,66896.42,2017,1,2017-02-21,1,38,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
0,0,1,31,746,162632.99,2016,8,2016-08-20,1,15,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
1,0,1,19,1535,249435.888,2024,7,2024-09-25,0,59,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
0,0,1,10,1834,108038.2,2021,6,2021-09-29,1,104,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
0,1,1,41,764,83055.54,2022,11,2023-02-21,1,105,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
1,0,1,19,1333,801428.68,2021,11,2022-01-06,1,58,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
1,1,1,10,2384,51517.11,2020,2,2020-04-18,1,74,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
1,0,1,84,139,6036.67,2022,11,2023-03-04,0,118,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1,0,1,32,455,90758.95,2024,9,2024-11-01,0,42,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
0,0,1,9,2058,115412.76,2024,6,2024-07-17,1,20,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
1,0,0,10,906,198565.41,2017,7,2017-08-13,1,15,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
0,1,1,18,3974,104042.52,2022,10,2023-03-01,1,125,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
0,0,1,49,561,114603.53,2017,10,2017-11-09,1,33,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
1,1,1,21,1221,53384.6,2022,1,2022-02-22,1,29,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1,0,1,22,3211,242673.44,2024,9,2025-02-06,1,129,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
0,0,1,161,3065,1455912.8479999998,2016,5,2016-08-25,0,89,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
0,0,1,168,82,70080.79,2020,2,2020-06-28,1,139,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
1,0,1,48,48469,242507.42,2024,6,2024-09-15,0,84,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
1,0,1,22,1963,232107.2,2018,11,2019-04-09,1,132,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
1,0,0,22,2495,16605.21,2023,7,2023-09-14,1,60,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0,1,141,2631,8930.17,2016,9,2016-11-11,0,54,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
1,0,1,54,1198,74318.66,2017,3,2017-04-08,0,37,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
1,0,1,17,1694,123993.41,2023,6,2023-10-05,1,120,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
0,0,1,110,4096,932523.696,2018,11,2019-01-02,0,61,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
0,0,1,15,4538,46499.75,2019,1,2019-06-02,1,137,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
1,0,1,165,7828,28538.06,2022,5,2022-09-18,1,112,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
1,0,1,60,1970,36552.61,2018,9,2018-11-21,1,59,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
1,0,1,6,97,45970.23,2017,10,2017-10-23,1,15,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
1,0,1,20,268,5863.7,2024,9,2025-02-24,1,147,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0,1,1,34,1119,64912.19,2020,3,2020-07-04,1,101,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
1,0,1,18,11136,21539.32,2022,10,2023-02-03,1,96,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
0,0,1,14,4425,157126.11,2016,10,2017-01-07,1,80,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
0,0,1,7,4029,34340.49,2019,7,2019-10-31,0,108,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
0,0,1,13,411,174689.15,2018,7,2018-11-22,1,121,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
1,0,0,49,3501,51564.66,2023,12,2024-03-14,1,102,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
1,0,1,50,2288,1410817.8239999998,2024,4,2024-07-24,0,108,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
1,0,1,19,15150,76387.04,2019,10,2020-01-12,1,90,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0,0,57,1908,72183.71,2017,11,2018-03-06,0,104,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
1,0,1,21,6410,143492.14,2021,1,2021-04-23,0,112,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
1,0,1,19,5933,24953.34,2023,12,2024-05-29,0,158,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
0,1,1,20,1232,141438.55,2023,6,2023-10-21,1,120,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
1,0,0,28,1557,129996.95,2023,5,2023-09-29,1,132,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
1,0,0,165,1097,37986.57,2020,12,2021-03-06,0,88,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
1,0,1,36,2070,244049.04,2023,8,2023-12-17,1,128,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
0,0,1,25,3610,17877.73,2018,8,2018-11-11,1,92,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
1,0,1,192,4435,37156.05,2023,6,2023-11-14,1,145,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
0,1,1,113,1109,274436.62,2022,9,2022-10-09,1,15,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
1,0,1,35,1491,2927.32,2016,4,2016-04-26,0,23,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
0,0,1,21,4689,198146.37,2024,10,2025-01-23,1,94,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
1,0,1,10,3592,35740.7,2024,9,2024-10-28,1,47,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
1,0,1,12,1678,240609.17,2019,7,2019-11-25,0,125,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
1,0,1,18,1066,32926.01,2020,10,2021-02-27,1,131,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
1,0,1,132,1652,1286.31,2019,1,2019-06-01,1,126,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
1,0,1,112,4482,22955.19,2023,2,2023-03-26,1,39,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
0,0,1,26,1914,45538.92,2022,5,2022-06-17,1,39,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
0,0,1,24,2322,45328.72,2018,9,2018-11-17,1,58,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
1,0,0,15,5059,83451.18,2023,8,2023-12-25,0,132,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
1,0,1,32,2658,115396.28,2017,7,2017-07-29,0,15,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
1,0,1,51,2540,150958.97,2024,4,2024-08-13,1,118,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
1,0,1,19,982,171220.38,2016,2,2016-05-16,1,93,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
0,0,1,19,43580,247582.4,2016,10,2017-03-09,0,154,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
1,1,1,44,2665,36586.04,2021,1,2021-03-09,1,61,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
1,0,0,135,221,82523.91,2016,10,2017-02-23,0,123,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
1,0,1,14,918,50714.64,2019,6,2019-08-02,1,40,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
0,0,1,31,1023,977125.552,2017,10,2018-03-21,0,148,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
0,1,1,20,2237,63269.11,2019,9,2020-01-28,1,146,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
0,0,1,171,4092,147550.66,2023,4,2023-04-29,0,26,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
0,1,1,75,780,35224.9,2021,1,2021-03-19,1,74,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
1,0,1,21,1822,8389.71,2020,1,2020-02-27,1,35,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
0,0,1,37,833,143768.97,2019,11,2020-01-17,1,56,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
1,0,1,15,3245,5893.84,2016,9,2017-01-14,0,125,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
1,0,1,9,2465,92761.47,2020,4,2020-06-12,1,54,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
1,0,1,8,1906,96837.38,2016,6,2016-06-27,1,15,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
1,0,1,104,84,69494.95,2022,5,2022-08-17,1,97,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
1,0,0,48,3279,129765.37,2024,10,2025-02-11,0,117,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
0,0,1,17,694,48445.49,2021,1,2021-03-30,0,65,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
1,0,1,28,113592,231149.93,2017,4,2017-06-30,1,86,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
1,0,1,7,2135,60525.63,2017,11,2018-01-09,1,40,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
1,0,1,164,22533,57062.5,2017,3,2017-04-29,0,46,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
1,0,1,41,1758,31651.06,2019,3,2019-05-29,0,86,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
0,0,1,25,3194,230127.664,2019,4,2019-06-21,0,65,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
0,1,1,7,746,25237.95,2018,7,2018-11-10,1,112,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
0,0,1,7,3284,127370.6,2020,12,2021-03-07,1,91,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
0,0,0,26,5588,66435.87,2024,10,2025-02-16,1,126,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
1,0,1,42,2835,31425.15,2022,11,2022-12-18,0,35,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
1,0,1,47,3774,83223.97,2018,2,2018-02-16,1,15,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0,1,37,338605,72788.85,2021,4,2021-08-22,0,115,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1,0,1,30,1726,45558.65,2023,7,2023-09-05,1,45,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
0,0,1,19,873,90518.9,2017,4,2017-08-24,1,130,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
0,0,1,12,2409,98429.7,2017,4,2017-08-31,1,128,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
1,0,1,12,378,1028997.84,2019,7,2019-12-28,0,157,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
1,0,1,27,1550,90216.04,2023,6,2023-08-04,1,49,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
0,0,1,16,928,58487.94,2017,6,2017-09-12,0,85,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
1,0,0,21,2646,45782.27,2020,1,2020-04-24,0,112,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
1,0,1,119,400,125240.69,2019,7,2019-08-30,0,44,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
1,0,1,18,5799,46539.06,2020,6,2020-09-01,1,69,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
1,0,1,33,918,67143.76,2024,10,2025-02-07,1,118,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
0,0,1,10,1694,76582.51,2019,3,2019-03-30,0,22,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
0,0,1,56,29528,179291.59,2021,4,2021-04-23,1,15,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
0,0,1,17,494,6537.59,2017,1,2017-04-01,1,61,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1,0,0,15,3507,4714216.0,2020,3,2020-05-11,0,53,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
1,0,1,10,959,1380.46,2023,10,2023-12-31,1,87,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
0,0,1,13,1034,20587.69,2019,2,2019-04-28,0,65,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
0,0,0,36,-25,99405.47,2023,12,2024-03-31,0,113,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
0,0,0,8,4575,76327.31,2016,10,2017-01-02,1,74,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
0,0,1,30,427,216225.65,2020,3,2020-06-08,0,97,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
1,1,1,24,277,25331.81,2020,5,2020-08-28,1,119,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1,0,0,26,2031,91545.59,2019,11,2020-02-09,1,97,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
0,0,1,43,922,30797.67,2021,10,2021-12-02,1,62,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
1,0,1,73,669,4875.38,2022,11,2022-12-27,1,33,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
0,0,0,94,1400,33665.06,2023,12,2024-04-27,1,140,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
0,0,1,29,1945,136961.1,2016,3,2016-05-09,0,56,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
0,0,1,25,2450,126597.1,2024,6,2024-08-23,0,71,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
0,0,1,11,1603,16639.36,2019,11,2020-03-04,1,118,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
0,0,0,25,60,90167.68,2023,5,2023-07-29,1,70,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
0,0,1,35,2771,124745.51,2024,2,2024-05-18,0,85,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
0,0,1,27,3176,121722.79,2024,8,2024-11-12,1,93,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
1,0,1,35,373,35733.49,2020,2,2020-04-01,0,50,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
1,0,1,11,70,36221.79,2020,5,2020-10-15,1,145,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
1,0,1,127,2353,135437.65,2022,9,2023-01-27,0,127,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
0,1,1,35,9317,89787.25,2019,11,2020-02-17,0,102,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
1,0,1,133,2338,43659.02,2024,9,2024-10-05,1,15,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
1,0,1,133,1994,19787.53,2024,6,2024-07-11,1,34,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
0,0,1,41,181,53472.28,2024,3,2024-05-21,0,52,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
1,0,1,37,1786,98742.02,2018,8,2018-12-18,1,126,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
1,0,1,144,2817,110339.19,2020,3,2020-07-15,1,117,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
1,0,1,14,4748,115890.81,2018,4,2018-05-21,1,25,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
0,0,1,45,625,51105.9,2023,11,2024-01-05,0,39,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
1,0,1,6,1255,64649.21,2017,7,2017-10-30,1,121,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
1,0,1,95,2190,33466.52,2024,4,2024-07-28,0,97,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
0,0,1,48,1275,73760.29,2016,10,2017-01-21,1,88,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
1,1,1,32,6407,48641.73,2018,9,2019-01-02,1,117,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
0,0,1,25,1801,70217.31,2023,1,2023-03-28,0,64,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
1,0,1,18,4011,45331.18,2022,12,2023-04-29,1,134,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
0,0,0,21,1068,92306.77,2024,2,2024-05-07,0,94,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
0,0,1,16,183,20015.02,2024,1,2024-02-20,1,33,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
1,0,1,87,85,54259.68,2020,5,2020-06-19,1,45,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
0,0,1,10,4902,43553.11,2020,3,2020-04-24,1,49,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
1,0,1,65,1288,19019.07,2024,7,2024-08-24,1,26,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
0,0,1,34,12386,366787.2,2022,2,2022-02-20,1,15,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
0,0,1,20,1117,369963.984,2019,10,2020-03-20,0,159,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
0,0,0,9,2797,105099.3,2016,11,2017-02-17,0,105,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
1,0,1,18,1381,133878.48,2024,1,2024-04-18,1,79,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
0,0,0,15,4592,19782.1,2020,2,2020-04-15,1,55,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
1,0,1,38,323,115140.04,2024,11,2025-01-29,1,71,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
0,0,1,30,251,130886.71,2016,2,2016-04-07,1,45,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
1,0,1,15,4873,75516.99,2021,4,2021-09-10,1,137,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
1,0,1,157,1763,55913.78,2022,6,2022-10-05,1,111,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
1,0,0,27,1996,38726.78,2019,8,2019-09-28,0,38,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
0,0,1,24,20315,1279471.6479999998,2022,2,2022-05-01,1,66,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1,0,1,22,50031,83801.0,2020,11,2020-11-19,1,15,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
0,0,1,125,252242,39661.23,2024,7,2024-09-08,1,42,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
1,0,1,23,2049,334493.16000000003,2018,4,2018-07-20,0,102,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
1,0,1,203,3695,55986.04,2023,3,2023-06-06,1,90,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
1,0,1,44,1815,85808.76,2021,7,2021-11-20,1,117,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1,1,1,74,338,99831.62,2021,11,2021-12-07,1,15,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
0,0,1,20,1442,49665.58,2019,12,2020-03-31,1,91,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
1,0,0,16,765,218826.0,2021,10,2021-11-10,0,40,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
1,0,1,20,2783,67813.89,2018,10,2018-12-19,1,76,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1,1,1,34,5270,11937.86,2022,10,2022-12-06,1,39,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
1,0,1,116,1559,70376.12,2017,11,2017-12-16,1,27,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
0,0,1,22,939,39938.1,2020,7,2020-11-10,1,105,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
0,0,1,15,1827,1720197.024,2016,2,2016-06-16,0,112,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
1,0,0,24,2910,189233.1,2021,3,2021-06-04,0,95,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
1,0,1,79,707,127437.06,2024,3,2024-04-21,1,41,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
0,0,0,31,3431,130002.47,2023,11,2024-02-10,1,92,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0,1,14,2206,34352.49,2020,4,2020-07-11,1,79,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1,0,1,17,3055,119928.31,2017,6,2017-10-10,0,117,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
0,0,0,125,2076,134669.2,2018,9,2018-12-28,1,114,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
1,0,1,151,2922,129346.54,2020,4,2020-08-08,1,115,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
1,0,1,40,4554,118417.51,2017,8,2017-12-16,1,129,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
0,1,1,6,3810,62346.51,2019,6,2019-08-21,1,74,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
0,0,1,84,2213,71637.77,2024,11,2024-11-18,0,15,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
1,0,1,9,1567,8217.06,2016,7,2016-11-18,1,115,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
0,1,1,46,1232,85432.82,2016,2,2016-06-16,1,136,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
0,0,1,23,2351,86300.39,2017,10,2017-10-28,0,18,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
0,0,1,22,2161,50507.76,2022,3,2022-06-15,0,82,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
1,0,1,26,131070,147215.85,2023,8,2023-11-14,0,79,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
1,0,1,13,128655,22844.38,2017,5,2017-06-20,0,31,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
0,0,1,16,136,580089.952,2017,4,2017-04-18,0,15,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
1,0,1,113,545,71894.26,2017,8,2017-10-08,0,49,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
1,0,1,18,3412,87776.15,2019,4,2019-06-13,0,56,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
1,0,0,46,4298,137691.81,2019,9,2019-12-14,0,87,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
1,0,0,17,4327,153804.48,2019,4,2019-07-27,1,101,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
1,0,1,17,3352,90753.13,2020,10,2021-01-28,0,92,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
0,0,1,171,1858,1671906.9119999998,2021,12,2022-03-03,0,87,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
1,0,1,8,293,268723.52,2023,9,2023-11-07,1,60,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
1,0,1,11,602069,25181.63,2022,4,2022-06-11,1,51,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
1,0,1,39,1735,71264.4,2016,8,2016-09-14,1,43,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
1,0,1,134,2974,115975.86,2022,2,2022-04-09,1,51,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
0,0,1,12,739,106007.87,2022,10,2023-02-26,1,131,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
0,1,1,16,624,36739.43,2023,9,2023-10-27,1,41,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
0,0,0,8,567,92547.8,2020,5,2020-08-23,0,88,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
1,1,1,22,3175,47406.54,2016,4,2016-07-09,1,98,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
0,0,1,11,496,120169.95,2017,7,2017-09-02,1,61,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
0,0,0,18,2695,72046.64,2024,4,2024-06-14,1,55,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
0,0,1,120,3567,246232.688,2016,12,2017-02-24,0,61,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
0,0,1,57,4127,40799.75,2017,3,2017-04-02,1,27,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
0,0,0,18,1698,50046.24,2022,4,2022-08-16,1,116,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1,0,0,42,694,48764.13,2023,11,2024-03-05,1,107,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
1,0,1,34,1735,29970.61,2023,6,2023-09-19,0,88,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
1,1,1,20,3222,139302.76,2019,5,2019-05-28,1,15,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
0,1,1,78,2361,129520.23,2024,9,2025-01-15,0,111,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
1,1,1,20,1704,26577.74,2021,11,2022-01-17,1,72,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
1,0,1,22,687,2633.32,2021,10,2021-12-20,0,75,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1,0,1,16,1736,14765.24,2021,7,2021-08-06,1,15,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
1,0,1,23,1488,124102.09,2021,11,2022-04-02,1,129,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
1,0,1,32,2829,130737.85,2017,5,2017-09-02,1,111,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
0,0,1,12,1137,63935.63,2022,3,2022-06-24,1,103,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
1,0,1,29,2189,7736167.92,2024,2,2024-02-16,1,15,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
1,0,1,37,674,94358.01,2024,9,2024-10-17,0,32,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
